PS1_mean,PS1_std,PS1_max,PS1_min,PS2_mean,PS2_std,PS2_max,PS2_min,PS3_mean,PS3_std,PS3_max,PS3_min,PS4_mean,PS4_std,PS4_max,PS4_min,PS5_mean,PS5_std,PS5_max,PS5_min,PS6_mean,PS6_std,PS6_max,PS6_min,TS1_mean,TS1_std,TS1_max,TS1_min,TS2_mean,TS2_std,TS2_max,TS2_min,TS3_mean,TS3_std,TS3_max,TS3_min,TS4_mean,TS4_std,TS4_max,TS4_min,FS1_mean,FS1_std,FS1_max,FS1_min,FS2_mean,FS2_std,FS2_max,FS2_min,EPS1_mean,EPS1_std,EPS1_max,EPS1_min,VS1_mean,VS1_std,VS1_max,VS1_min,CE_mean,CE_std,CE_max,CE_min,SE_mean,SE_std,SE_max,SE_min,CP_mean,CP_std,CP_max,CP_min,cooler_condition,valve_condition,pump_leakage,accumulator_pressure,stable_flag
159.32175666666623,14.451743765503458,191.16,144.06,108.4378516666666,46.67805872186629,160.94,0.0,1.8324839999999942,0.9124761453667353,10.617,0.0,0.0,0.0,0.0,0.0,9.068216833333352,0.024501800063259502,9.148,9.003,8.983758166666627,0.024029306785041858,9.08,8.922,44.106116666666644,0.4289509905104392,44.582,43.246,48.58626666666667,0.28474900435335376,48.984,48.129,45.36508333333331,0.147712305314226,45.668,45.121,41.10019999999997,0.15606254721767096,41.336,40.875,6.65920833333333,3.0071833040189806,19.415,0.0,9.964414999999995,0.02077101747495556,10.029,9.913,2478.794900000022,192.98019413023587,2905.4,2274.0,0.5686999999999998,0.03566857801520994,0.657,0.52,18.11201666666667,0.2740909469047477,18.665,17.528,59.584349999999986,23.99346531081299,80.731,0.0,1.1453500000000005,0.016485047153739565,1.18,1.105,3,100,0,130,1
159.2351133333338,14.465964420261257,191.06,143.93,108.3167815,46.67567363443536,164.73,0.0,1.8256623333333328,0.9086818297727607,10.617,0.0,0.0,0.0,0.0,0.0,9.02303366666663,0.024549466646093566,9.087,8.955,8.940413000000051,0.024833811978219687,9.009,8.879,44.63849999999999,0.406319424315736,45.09,43.812,49.114216666666636,0.28019848241563106,49.508,48.68,45.92148333333333,0.12807274041012107,46.141,45.629,41.56785000000001,0.15730740982687572,41.82,41.297,6.663306666666665,3.0051566409562334,19.707,0.0,9.931453333333321,0.014950150519525982,9.978,9.891,2472.2732000000046,193.74692157561836,2899.4,2266.8,0.5781499999999998,0.03449530795900277,0.662,0.533,18.06883333333333,0.28713660403809743,18.533,17.42,59.758183333333314,24.04958408287012,80.972,0.0,1.1645833333333335,0.017415453557081736,1.203,1.123,3,100,0,130,1
159.13514833333394,14.464266533278943,191.08,144.01,108.24107966666746,46.65072547687624,163.84,0.0,1.8158948333333333,0.9029524337543399,10.398,0.0,0.0,0.0,0.0,0.0,8.981116666666612,0.024803412206759145,9.048,8.914,8.901620500000035,0.02520140865605919,8.969,8.835,45.1596,0.3898075231248704,45.605,44.398,49.60216666666667,0.26032692397182655,49.969,49.16,46.391066666666674,0.13471047002539635,46.641,46.117,42.03833333333331,0.13595870094106463,42.25,41.793,6.655926666666668,3.0079616192909517,19.628,0.0,9.914133333333337,0.017766775718212318,9.971,9.875,2467.2288333333895,192.63085167267923,2891.4,2265.8,0.5842333333333335,0.03512465292266748,0.681,0.539,17.742283333333333,0.35429046264457037,18.416,17.167,59.73681666666666,24.034534085946646,81.327,0.0,1.1629666666666665,0.024275932607313006,1.208,1.124,3,100,0,130,1
159.08735166666705,14.476303591177565,191.0,143.98,108.21403683333382,46.62857172052984,166.67,0.0,1.8075149999999967,0.9039088327764857,10.617,0.0,0.0,0.0,0.0,0.0,8.948214499999999,0.02319559216027781,9.008,8.896,8.870686666666625,0.02334279267533902,8.936,8.817,45.628733333333315,0.4001435279219857,46.082,44.82,50.06426666666666,0.2521735255843676,50.41,49.656,46.86816666666667,0.12901887480712698,47.074,46.621,42.43971666666667,0.12550630906778798,42.648,42.195,6.665409999999999,3.011885786660323,20.121,0.0,9.891229999999991,0.01916557588050471,9.988,9.842,2465.307166666711,192.51347156695627,2887.6,2263.6,0.5885666666666669,0.038407435132358524,0.671,0.537,17.678150000000002,0.2111121338314014,18.212,17.245,59.91648333333331,24.08732523477481,81.367,0.0,1.1799,0.014403036403033868,1.216,1.152,3,100,0,130,1
158.985823333334,14.530456664673132,190.94,143.61,108.12740333333399,46.58815406428501,166.99,0.0,1.8038094999999925,0.9072894500842109,11.055,0.0,0.0,0.0,0.0,0.0,8.915401333333387,0.023445281225814258,8.981,8.858,8.840755500000006,0.023490793004408986,8.904,8.785,46.059183333333344,0.3615617485611534,46.434,45.301,50.50908333333333,0.2641175452021617,50.836,50.062,47.318266666666666,0.12758112961080234,47.512,47.078,42.79893333333334,0.13151488498170627,43.043,42.605,6.669133333333329,3.0239001828900305,20.479,0.0,9.856931666666666,0.017346810954929605,9.92,9.806,2461.772333333357,193.85837497035538,2888.6,2257.8,0.5824666666666666,0.03346765028828898,0.671,0.536,17.77883333333333,0.275310005030795,18.421,17.266,60.047316666666674,24.134804193825442,81.222,0.0,1.2018666666666666,0.017508803274078902,1.245,1.177,3,100,0,130,1
158.8642400000003,14.554577754484692,190.98,143.15,108.03851166666695,46.528567461146814,167.12,0.0,1.8023994999999984,0.9046690735227417,11.242,0.0,0.0,0.0,0.0,0.0,8.890655333333408,0.02218475224324671,8.951,8.842,8.816202000000006,0.022854895617984504,8.88,8.761,46.46225000000001,0.36146761230539376,46.867,45.715,50.91523333333334,0.23267540252001925,51.227,50.531,47.70863333333333,0.1021542480540107,47.832,47.484,43.15196666666667,0.11587002751719737,43.312,42.914,6.649888333333337,3.022204655130596,20.479,0.0,9.83540166666667,0.016355003539902,9.884,9.79,2459.5113666667007,193.27550053567833,2885.6,2252.0,0.5823666666666666,0.0351485789025681,0.675,0.53,17.692366666666665,0.3479546515683078,18.398,17.171,59.811099999999996,24.072189577200454,81.504,0.0,1.207383333333333,0.02544125281177735,1.264,1.171,3,100,0,130,1
158.81964166666717,14.526439886091147,190.9,143.27,107.98140900000072,46.52713113174818,159.95,0.0,1.7936563333333275,0.9016438222252025,10.609,0.0,5e-07,3.87298334620801e-05,0.003,0.0,8.889613166666704,0.024222950244041253,8.951,8.828,8.81341233333336,0.024613010406471916,8.877,8.744,46.839566666666656,0.36919690059970667,47.246,46.113,51.29886666666664,0.2425207638614782,51.594,50.898,48.06265,0.12125387640142818,48.238,47.801,43.44553333333334,0.09468493099850725,43.574,43.273,6.649658333333331,2.998274680550568,19.561,0.0,9.799334999999996,0.019999485177013335,9.857,9.735,2458.1661000000317,193.32443154818827,2885.4,2250.8,0.5848999999999999,0.031460332839512065,0.666,0.534,17.721516666666673,0.3728832457643429,18.415,17.042,59.86661666666667,24.07754594109375,81.33,0.0,1.2196166666666668,0.027887845397304437,1.278,1.17,3,100,0,130,1
158.79358000000028,14.511288157761875,190.89,143.36,107.9549878333333,46.51865414250011,162.94,0.0,1.7949478333333269,0.8996123286369395,10.406,0.0,0.0,0.0,0.0,0.0,8.861766499999906,0.022797893215657367,8.922,8.805,8.786334666666722,0.023640526163809523,8.845,8.725,47.152183333333326,0.34624476948465277,47.531,46.422,51.653199999999984,0.23506881790773942,51.945,51.273,48.44433333333333,0.10173472761186216,48.586,48.223,43.732033333333305,0.1263703149365993,43.98,43.531,6.639613333333328,3.008711556331755,19.757,0.0,9.779605,0.016868507716678586,9.834,9.737,2455.5882333333693,193.93285399898014,2885.8,2254.8,0.5930833333333333,0.043090087603966584,0.696,0.541,17.820150000000005,0.4010164130797167,18.577,17.169,59.76801666666668,24.075723234638343,81.847,0.0,1.2421833333333332,0.030365285524291553,1.304,1.188,3,100,0,130,1
158.65068833333348,14.587743973003526,190.9,143.01,107.83698666666629,46.48517889784525,166.52,0.0,1.7934546666666664,0.8994386736178663,10.969,0.0,0.0,0.0,0.0,0.0,8.836582499999968,0.023497160392434057,8.913,8.772,8.76294916666669,0.024051680395775155,8.839,8.698,47.46976666666668,0.3448039662492918,47.855,46.773,51.996400000000015,0.24288702821389288,52.289,51.578,48.740183333333356,0.09506794923501534,48.855,48.57,44.044,0.0901871876352703,44.207,43.852,6.6601116666666655,3.0186457769019404,20.343,0.0,9.760646666666666,0.016807517463753457,9.81,9.715,2452.2997666667193,193.96646268032936,2881.4,2246.0,0.6039000000000001,0.03053905529490206,0.688,0.556,17.555983333333337,0.24519431876534586,18.142,17.201,60.096300000000035,24.155663721799865,81.559,0.0,1.2353166666666666,0.020384849530852064,1.282,1.21,3,100,0,130,1
158.59539833333267,14.590948388314974,190.8,143.06,107.76220716666668,46.439679145440394,157.73,0.0,1.8003541666666618,0.9016864609228725,10.727,0.0,0.0,0.0,0.0,0.0,8.815813666666632,0.023406016039045005,8.871,8.758,8.744519499999964,0.02359141183147023,8.801,8.683,47.75106666666668,0.3323484421592039,48.109,47.031,52.313583333333334,0.2065451312496562,52.598,51.922,49.08618333333334,0.10270436289755264,49.258,48.832,44.30386666666665,0.10347348250600706,44.457,44.16,6.648780000000005,3.0032722273745915,19.874,0.0,9.741035,0.01546876140157412,9.794,9.699,2448.326333333376,195.16570028649394,2881.4,2245.8,0.60335,0.037056907679671035,0.715,0.557,17.66436666666666,0.38784060882417587,18.492,17.042,60.01890000000001,24.14703281536762,81.708,0.0,1.256116666666667,0.029735609917658334,1.325,1.212,3,100,0,130,1
158.61717000000047,14.559449594215938,190.82,143.2,107.79408933333362,46.4535078105843,166.47,0.0,1.8004373333333341,0.9024232863264378,11.008,0.0,0.0,0.0,0.0,0.0,8.819560499999954,0.03763025395102661,8.916,8.735,8.75107483333339,0.03841209203850642,8.851,8.667,48.02619999999999,0.33942248060342595,48.453,47.363,52.58476666666666,0.21511860084469403,52.848,52.203,49.347150000000006,0.08558211935061098,49.516,49.23,44.498483333333326,0.07443834706738402,44.621,44.391,6.638245000000004,3.0210415369960417,20.479,0.0,9.695861666666673,0.029994421249053393,9.769,9.635,2444.7216333333554,193.2840074344481,2875.6,2242.0,0.6186666666666666,0.03752995037488384,0.706,0.55,17.734166666666667,0.3297982519748243,18.265,17.132,59.94155000000003,24.103487877170714,81.57,0.0,1.2668833333333331,0.027960681635362958,1.317,1.224,3,100,0,130,1
158.57060333333317,14.533623365745525,190.89,143.11,107.73928499999984,46.43367296852232,160.49,0.0,1.7975006666666653,0.9029478326372662,10.992,0.0,0.0,0.0,0.0,0.0,8.829950666666585,0.023101634440183,8.898,8.769,8.760344500000038,0.023432278272235794,8.825,8.7,48.27095,0.3097484723153525,48.625,47.617,52.84005000000001,0.20038652691608685,53.09,52.516,49.62603333333335,0.07298594400704135,49.75,49.422,44.66851666666666,0.07135171696689765,44.805,44.566,6.644133333333335,2.9992769750130854,19.801,0.0,9.656905000000007,0.016149013160048038,9.708,9.611,2441.7758000000345,193.2188536054149,2869.4,2242.0,0.6307000000000004,0.02954875316420851,0.712,0.577,17.942616666666666,0.27155672327306196,18.426,17.556,60.1872,24.1850500655092,81.855,0.0,1.2905,0.022023485153469365,1.333,1.263,3,100,0,130,1
158.53252166666684,14.57453206185374,190.85,143.13,107.730178666667,46.39656403454389,166.6,0.0,1.7913808333333363,0.9023635764682889,10.883,0.0,0.0,0.0,0.0,0.0,8.833388333333271,0.02423442623881867,8.896,8.778,8.763845666666684,0.024939510375142526,8.828,8.704,48.49956666666666,0.3080935014727143,48.879,47.855,53.06208333333335,0.18946716469397795,53.309,52.738,49.856116666666665,0.07730154287640942,50.004,49.652,44.855266666666665,0.047635575178629014,44.965,44.762,6.636838333333332,3.023493892457328,20.479,0.0,9.632158333333326,0.017030070543798872,9.686,9.586,2438.77120000002,193.9906329478404,2867.4,2237.8,0.6217333333333335,0.041102545043337026,0.723,0.566,17.955650000000002,0.1564768705494495,18.429,17.679,60.08256666666666,24.143876620164313,81.893,0.0,1.297683333333334,0.012867633376055036,1.332,1.271,3,100,0,130,1
158.50901166666603,14.52425874259568,190.8,143.43,107.73016933333359,46.41822857893292,160.16,0.0,1.7924931666666655,0.9030801102712758,11.062,0.0,0.0,0.0,0.0,0.0,8.825094499999933,0.023014651466265697,8.889,8.771,8.754625499999971,0.023490768806487497,8.818,8.698,48.71131666666664,0.29148256288031466,49.043,48.094,53.25635,0.18012065871219593,53.484,52.922,50.07588333333332,0.07378256917541161,50.25,49.922,45.05454999999999,0.06526177405298166,45.145,44.937,6.632769999999998,3.012441952075485,19.905,0.0,9.61686333333334,0.01801913253881294,9.666,9.553,2437.650633333358,193.01604175558893,2865.4,2238.0,0.6250333333333333,0.02688264935154629,0.691,0.586,17.929516666666675,0.2173648414389625,18.486,17.438,59.9592,24.147482362223563,82.106,0.0,1.302283333333333,0.017518118143135045,1.346,1.262,3,100,0,130,1
158.444608333334,14.553910379384371,190.78,143.3,107.71205083333352,46.338071186766875,166.78,0.0,1.792617499999999,0.9098831223897936,11.266,0.0,0.0,0.0,0.0,0.0,8.81421100000003,0.025157224807067582,8.882,8.75,8.743425166666638,0.025206823757986725,8.814,8.678,48.91953333333334,0.2960626632403547,49.293,48.289,53.4621,0.18692549952556306,53.687,53.117,50.26948333333335,0.06702883054547347,50.418,50.156,45.20803333333334,0.07799716784659734,45.316,45.094,6.634750000000003,3.024228479683521,20.479,0.0,9.606636666666667,0.01866016233368354,9.662,9.549,2437.126766666705,192.9034718932131,2867.8,2238.0,0.6333000000000002,0.031954575810895024,0.722,0.588,17.960766666666668,0.31094150993212555,18.664,17.32,60.04371666666667,24.14979641777662,81.508,0.0,1.310466666666667,0.023729740094905222,1.367,1.258,3,100,0,130,1
158.33628166666787,14.571158669377242,190.7,143.27,107.59213533333364,46.28595031591619,164.56,0.0,1.73889516666666,0.8979750135893458,10.836,0.0,0.0,0.0,0.0,0.0,8.799729000000017,0.024461349484504923,8.884,8.735,8.73054949999997,0.02420631200066303,8.81,8.668,49.11003333333334,0.2897882316607071,49.453,48.504,53.673816666666646,0.17342252621522328,53.887,53.363,50.52234999999999,0.07289877472174842,50.609,50.332,45.32215000000001,0.04774076359333412,45.465,45.266,6.647124999999999,3.01894936440086,20.318,0.0,9.595623333333352,0.019492769659642882,9.644,9.55,2434.6056000000435,193.75465917829888,2867.8,2236.0,0.6361166666666666,0.03207728573129288,0.714,0.585,18.28901666666666,0.23818996062939493,18.656,17.792,60.35078333333334,24.277839032846448,81.84,0.0,1.3448,0.01898688217994874,1.375,1.299,3,100,0,130,1
158.26508666666751,14.603530076923231,190.79,141.47,107.51676166666678,46.27680121815259,165.65,0.0,1.7311759999999956,0.9036668466045764,10.695,0.0,0.0,0.0,0.0,0.0,8.796408833333379,0.023339261817002216,8.862,8.737,8.727123833333295,0.02288727746770822,8.8,8.674,49.318749999999994,0.30821941474721976,49.629,48.68,53.870583333333336,0.19289799637541574,54.117,53.566,50.72119999999999,0.052723712222382015,50.762,50.582,45.49631666666665,0.04391806379707059,45.547,45.355,6.6347916666666675,3.005323388485758,20.479,0.0,9.574230000000012,0.017925195146359155,9.632,9.526,2432.505433333377,193.7133090372522,2863.8,2235.6,0.6377333333333333,0.0425759009843922,0.762,0.578,18.268216666666675,0.21178603622817743,18.711,17.692,60.21648333333334,24.194677983567612,81.898,0.0,1.3485833333333332,0.017485385342192836,1.38,1.299,3,100,0,130,1
158.25193833333446,14.61694913880974,190.76,142.96,107.48398466666728,46.285442157198425,166.47,0.0,1.740612833333339,0.8798815264106439,10.891,0.0,0.0,0.0,0.0,0.0,8.791438500000064,0.02467952047491623,8.861,8.729,8.722813999999943,0.024149470735873407,8.79,8.665,49.495233333333346,0.27786201713255493,49.773,48.906,54.05959999999998,0.1725991928020881,54.273,53.766,50.91049999999998,0.07026354746022212,51.02,50.75,45.53816666666665,0.08199466015409376,45.719,45.344,6.646880000000003,3.0306191611230653,20.463,0.0,9.554103333333346,0.01921157107042208,9.611,9.496,2432.6523666667113,193.62676872097992,2865.4,2235.8,0.6266999999999999,0.03138730176145136,0.723,0.585,18.6461,0.2715804778186447,19.08,18.152,60.43135,24.309403585280194,81.61,0.0,1.3834166666666663,0.021994831185304778,1.419,1.342,3,100,0,130,1
158.09042666666758,14.666449935490185,190.8,142.16,107.34845083333344,46.195964356770936,166.4,0.0,1.740557666666667,0.8851473852736822,10.969,0.0,0.0,0.0,0.0,0.0,8.781652500000034,0.022625120104873556,8.84,8.722,8.714268499999967,0.02192815272042499,8.776,8.653,49.66363333333331,0.3095691356022331,50.012,49.039,54.205583333333315,0.16710935135633292,54.418,53.863,51.065333333333335,0.06225389965776349,51.215,51.004,45.77081666666666,0.05618205626645981,45.887,45.602,6.641189999999994,3.0148965996217356,20.479,0.0,9.538199999999987,0.018729780416690114,9.606,9.479,2428.3547000000476,194.18855577447133,2861.6,2232.0,0.63505,0.033062050035386086,0.72,0.587,18.258216666666662,0.24421240349867324,18.747,17.72,60.35935000000001,24.258142202417563,81.682,0.0,1.3594166666666667,0.020410442381097238,1.401,1.313,3,100,0,130,1
157.95073500000058,14.730955443707254,190.69,142.12,107.23488649999996,46.146301643965984,166.27,0.0,1.7349649999999892,0.8731472492053158,10.672,0.0,0.0,0.0,0.0,0.0,8.778931666666729,0.023141504966133424,8.84,8.718,8.71148149999995,0.022308987865281224,8.771,8.649,49.824416666666664,0.28580432393846117,50.16,49.203,54.384833333333304,0.18239370404933428,54.625,54.109,51.16253333333332,0.06054791257767864,51.281,51.02,45.79908333333333,0.04433894552642704,45.891,45.699,6.644685000000004,3.0192430585915186,20.479,0.0,9.530806666666662,0.01778716562554417,9.586,9.479,2425.8440333333606,195.5066973426981,2861.6,2222.0,0.6339666666666663,0.03262159348624652,0.726,0.587,18.431566666666665,0.21218095624275607,18.852,17.957,60.39046666666666,24.295170591080804,82.119,0.0,1.3755666666666673,0.016780099863005233,1.408,1.339,3,100,0,130,1
